delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference_hours
23995,ecom express,furniture,ev bike,express,west,cold,233.5,43.4,7,6,yes,delayed,3,1347.7,1
23996,dhl,clothing,truck,two day,south,hot,208.5,24.76,4,16,no,delivered,3,1116.78,-12
23997,dhl,electronics,van,express,north,hot,73.5,48.26,2,3,no,delivered,4,562.28,-1
23998,amazon logistics,groceries,bike,same day,west,stormy,234.1,10.29,15,8,yes,delayed,3,1301.37,7
23999,dhl,cosmetics,van,standard,east,hot,208.5,22.33,7,24,no,delivered,5,1109.49,-17
24000,shadowfax,documents,scooter,same day,west,cold,255.2,0.67,7,8,no,delivered,4,1377.92,-1
24001,ecom express,documents,truck,same day,south,rainy,251.6,17.05,8,8,yes,delayed,3,1409.15,0
24002,fedex,cosmetics,van,express,west,rainy,99.7,40.32,6,3,yes,failed,1,669.46,3
24003,shadowfax,automobile parts,ev van,express,north,stormy,168.2,36.27,10,5,yes,delayed,3,999.81,5
24004,dhl,furniture,ev van,same day,central,stormy,226.4,40.05,11,8,yes,delayed,3,1352.15,3
24005,ecom express,pharmacy,truck,express,central,cold,109.0,46.78,3,4,no,delivered,5,735.34,-1
24006,delhivery,fragile items,ev van,express,south,hot,294.8,29.68,10,7,yes,delayed,3,1613.04,3
24007,ekart,electronics,scooter,same day,south,rainy,183.2,45.36,10,8,yes,delayed,2,1152.08,2
24008,ecom express,automobile parts,bike,standard,north,hot,262.5,12.3,7,24,no,delivered,3,1349.4,-17
24009,fedex,furniture,truck,same day,central,clear,194.1,26.9,5,8,no,delivered,4,1151.2,-3
24010,blue dart,groceries,bike,standard,north,cold,19.1,32.16,1,24,no,delivered,4,191.98,-23
24011,dhl,pharmacy,ev van,standard,central,foggy,227.1,24.89,10,24,no,delivered,4,1210.17,-14
24012,ekart,automobile parts,bike,express,north,rainy,71.8,31.61,6,3,yes,delayed,2,503.83,3
24013,fedex,automobile parts,ev van,standard,central,foggy,234.5,25.58,11,24,no,delivered,4,1249.24,-13
24014,ekart,cosmetics,ev bike,standard,south,hot,74.5,47.6,3,24,no,delivered,4,515.3,-21
24015,dhl,furniture,scooter,express,east,cold,35.1,38.65,4,2,yes,delayed,2,341.45,2
24016,ecom express,clothing,truck,express,north,clear,210.1,30.5,5,6,no,delivered,4,1192.0,-1
24017,delhivery,clothing,truck,express,south,hot,121.8,18.11,4,4,yes,failed,2,713.33,0
24018,xpressbees,fragile items,ev bike,two day,central,stormy,6.2,11.6,5,16,no,delivered,3,95.6674,-11
24019,delhivery,clothing,van,same day,east,rainy,272.2,27.25,12,8,yes,failed,2,1542.75,4
24020,fedex,furniture,truck,express,south,clear,167.8,19.3,5,5,no,delivered,4,946.9,0
24021,xpressbees,groceries,van,same day,central,foggy,179.2,47.51,7,8,no,delivered,5,1138.53,-1
24022,ecom express,cosmetics,bike,express,central,foggy,114.3,23.88,7,4,yes,delayed,2,693.14,3
24023,ekart,groceries,ev bike,standard,east,hot,108.0,39.66,4,24,no,delivered,3,658.98,-20
24024,delhivery,cosmetics,scooter,express,south,stormy,46.7,21.47,5,2,yes,delayed,2,347.91,3
24025,xpressbees,furniture,scooter,express,central,hot,26.0,22.79,1,2,no,delivered,4,248.37,-1
24026,ecom express,fragile items,scooter,express,east,hot,155.8,0.69,4,5,no,delivered,5,831.07,-1
24027,shadowfax,clothing,truck,same day,south,rainy,198.6,49.52,11,8,yes,delayed,2,1242.46,3
24028,delhivery,cosmetics,ev bike,express,east,foggy,170.4,13.47,9,5,yes,delayed,3,942.41,4
24029,fedex,cosmetics,ev bike,express,south,hot,295.1,25.25,7,7,no,delivered,4,1601.25,0
24030,dhl,fragile items,truck,same day,south,cold,218.3,48.75,8,8,yes,failed,2,1337.75,0
24031,fedex,furniture,van,standard,west,foggy,258.0,15.57,11,24,no,delivered,4,1336.71,-13
24032,delhivery,documents,ev van,standard,south,stormy,9.2,1.32,7,24,no,delivered,3,95.6674,-17
24033,ekart,furniture,van,standard,east,rainy,21.0,6.86,5,24,no,delivered,4,125.58,-19
24034,ecom express,automobile parts,bike,express,west,clear,35.9,34.39,1,2,no,delivered,3,332.67,-1
24035,delhivery,clothing,ev bike,same day,central,rainy,197.0,28.97,8,8,yes,delayed,2,1171.91,0
24036,ecom express,pharmacy,ev van,same day,central,rainy,273.5,20.82,8,8,yes,delayed,3,1529.96,0
24037,fedex,documents,scooter,two day,central,stormy,61.4,48.98,7,16,no,delivered,5,453.94,-9
24038,shadowfax,cosmetics,scooter,express,west,cold,260.9,48.51,7,7,no,delivered,3,1500.03,0
24039,ecom express,groceries,van,two day,east,stormy,64.4,9.68,8,16,no,delivered,3,351.04,-8
24040,blue dart,fragile items,van,two day,east,cold,203.3,28.54,3,16,no,delivered,5,1102.12,-13
24041,ecom express,clothing,scooter,standard,north,foggy,16.6,32.89,2,24,no,delivered,5,181.67,-22
24042,ekart,clothing,bike,standard,west,hot,99.2,4.62,3,24,no,delivered,4,509.86,-21
24043,dhl,automobile parts,scooter,express,central,clear,155.4,14.54,6,5,yes,delayed,2,870.62,1
24044,fedex,groceries,scooter,express,west,hot,174.7,8.46,6,5,yes,delayed,2,948.88,1
24045,shadowfax,electronics,scooter,standard,central,foggy,97.7,28.26,6,24,no,delivered,5,573.28,-18
24046,ekart,fragile items,scooter,express,east,stormy,136.2,36.83,6,4,yes,delayed,2,841.49,2
24047,amazon logistics,groceries,ev van,standard,north,rainy,26.5,36.35,6,24,no,delivered,4,241.55,-18
24048,delhivery,automobile parts,scooter,two day,central,stormy,116.6,4.08,4,16,no,delivered,5,595.24,-12
24049,shadowfax,groceries,ev bike,two day,east,hot,109.4,10.67,4,16,no,delivered,5,579.01,-12
24050,shadowfax,cosmetics,truck,standard,east,cold,10.5,35.17,1,24,no,delivered,4,158.01,-23
24051,fedex,pharmacy,van,express,west,clear,164.6,12.16,5,5,no,delivered,4,909.48,0
24052,shadowfax,furniture,ev bike,same day,east,foggy,289.2,42.01,8,8,yes,delayed,3,1632.7206,0
24053,xpressbees,furniture,bike,express,east,stormy,161.0,28.08,10,5,yes,delayed,3,939.24,5
24054,ecom express,documents,ev bike,express,west,hot,14.5,4.14,2,2,yes,delayed,3,134.92,0
24055,blue dart,cosmetics,van,same day,south,clear,21.7,21.4,1,8,no,delivered,4,272.7,-7
24056,fedex,furniture,ev bike,two day,east,hot,233.8,40.83,8,16,no,delivered,4,1291.49,-8
24057,shadowfax,electronics,ev van,same day,north,clear,185.8,37.19,6,8,no,delivered,4,1140.57,-2
24058,dhl,groceries,ev bike,same day,south,foggy,189.8,30.58,7,8,no,delivered,4,1140.74,-1
24059,ecom express,groceries,bike,express,west,rainy,251.0,13.41,13,7,yes,delayed,3,1345.23,6
24060,fedex,fragile items,ev van,express,east,foggy,44.7,45.46,4,2,yes,delayed,2,409.88,2
24061,shadowfax,groceries,ev bike,same day,south,foggy,297.1,2.95,12,8,yes,delayed,3,1595.85,4
24062,blue dart,pharmacy,bike,same day,central,rainy,190.3,15.41,7,8,no,delivered,5,1097.73,-1
24063,dhl,electronics,scooter,express,south,hot,294.3,27.58,5,7,no,delivered,4,1604.24,-2
24064,shadowfax,groceries,ev van,same day,east,cold,171.1,17.42,7,8,no,delivered,4,1007.76,-1
24065,dhl,documents,ev van,standard,north,cold,247.4,40.39,7,24,no,delivered,4,1358.17,-17
24066,xpressbees,furniture,van,standard,central,clear,164.7,31.65,5,24,no,delivered,4,918.45,-19
24067,blue dart,automobile parts,ev van,express,central,stormy,72.3,14.03,9,3,yes,failed,2,453.59,6
24068,blue dart,automobile parts,van,standard,central,rainy,273.7,24.25,13,24,no,delivered,5,1441.25,-11
24069,dhl,documents,ev van,two day,south,cold,146.3,11.21,4,16,no,delivered,3,765.13,-12
24070,ekart,pharmacy,truck,standard,east,hot,93.5,17.75,2,24,no,delivered,5,520.75,-22
24071,amazon logistics,automobile parts,truck,two day,east,cold,260.5,38.49,5,16,no,delivered,4,1417.97,-11
24072,amazon logistics,documents,bike,express,south,foggy,132.2,19.82,4,4,yes,failed,1,770.46,0
24073,fedex,groceries,ev van,same day,north,clear,94.7,29.69,3,8,no,delivered,4,662.57,-5
24074,fedex,furniture,scooter,same day,west,hot,230.6,29.7,7,8,no,delivered,4,1342.1,-1
24075,ekart,electronics,scooter,standard,north,stormy,108.9,40.98,9,24,no,delivered,3,667.44,-15
24076,fedex,furniture,van,two day,central,hot,109.9,15.67,2,16,no,delivered,4,596.51,-14
24077,xpressbees,clothing,ev bike,express,north,foggy,260.7,9.79,11,7,yes,failed,1,1382.87,4
24078,xpressbees,documents,ev bike,same day,east,stormy,222.3,48.25,10,8,yes,delayed,2,1356.25,2
24079,ecom express,clothing,truck,express,south,clear,67.7,21.65,2,3,no,delivered,3,453.45,-1
24080,shadowfax,cosmetics,ev van,standard,south,foggy,29.4,2.53,4,24,no,delivered,5,154.59,-20
24081,dhl,fragile items,ev bike,standard,central,stormy,129.3,40.97,7,24,no,delivered,4,769.41,-17
24082,delhivery,documents,bike,same day,north,hot,148.7,1.86,2,8,no,delivered,3,849.08,-6
24083,xpressbees,electronics,ev bike,express,central,foggy,66.1,31.05,6,3,yes,delayed,2,473.65,3
24084,amazon logistics,furniture,scooter,express,east,clear,297.1,20.12,11,7,yes,delayed,2,1606.86,4
24085,fedex,clothing,truck,two day,west,foggy,86.7,41.08,5,16,no,delivered,5,556.74,-11
24086,ecom express,groceries,truck,same day,east,hot,44.5,47.02,1,8,no,delivered,4,463.56,-7
24087,ekart,furniture,van,same day,north,clear,36.0,4.4,1,8,no,delivered,4,293.2,-7
24088,delhivery,furniture,van,same day,east,stormy,35.3,9.06,7,8,no,delivered,4,303.68,-1
24089,shadowfax,furniture,scooter,standard,north,cold,94.2,35.53,1,24,no,delivered,4,577.59,-23
24090,blue dart,pharmacy,scooter,same day,east,cold,51.3,32.43,3,8,no,delivered,5,453.79,-5
24091,delhivery,clothing,ev van,two day,east,rainy,198.8,2.29,11,16,no,delivered,3,1000.87,-5
24092,xpressbees,cosmetics,van,two day,east,hot,194.1,16.08,5,16,no,delivered,4,1018.74,-11
24093,dhl,cosmetics,van,standard,west,rainy,33.9,19.93,4,24,no,delivered,3,229.29,-20
24094,shadowfax,clothing,ev bike,standard,south,stormy,248.7,10.19,8,24,no,delivered,3,1274.07,-16
24095,xpressbees,groceries,scooter,two day,central,hot,228.1,29.42,10,16,no,delivered,5,1228.76,-6
24096,dhl,documents,scooter,two day,east,hot,122.7,18.88,4,16,no,delivered,5,670.14,-12
24097,shadowfax,groceries,scooter,standard,west,foggy,107.1,7.31,4,24,no,delivered,5,557.43,-20
24098,fedex,cosmetics,bike,two day,east,rainy,58.5,45.33,7,16,no,delivered,5,428.49,-9
24099,shadowfax,pharmacy,van,two day,south,cold,133.5,15.56,6,16,no,delivered,4,714.18,-10
24100,xpressbees,automobile parts,bike,standard,east,foggy,138.5,1.81,5,24,no,delivered,5,697.93,-19
24101,dhl,pharmacy,van,standard,central,foggy,120.6,40.61,7,24,no,delivered,3,724.83,-17
24102,fedex,electronics,truck,two day,east,stormy,46.7,41.17,7,16,no,delivered,3,357.01,-9
24103,shadowfax,cosmetics,scooter,express,north,clear,37.5,49.38,1,2,no,delivered,3,385.64,-1
24104,blue dart,electronics,scooter,standard,west,hot,254.7,7.99,7,24,no,delivered,4,1297.47,-17
24105,blue dart,groceries,truck,same day,south,cold,45.7,42.44,3,8,no,delivered,3,455.82,-5
24106,delhivery,automobile parts,truck,same day,west,rainy,259.1,22.33,12,8,yes,delayed,3,1462.49,4
24107,blue dart,automobile parts,ev bike,express,central,hot,191.0,15.55,5,5,no,delivered,5,1051.65,0
24108,dhl,clothing,ev van,express,east,hot,203.2,13.96,4,6,no,delivered,4,1107.88,-2
24109,ecom express,automobile parts,scooter,express,central,foggy,113.8,2.93,5,4,yes,delayed,2,627.79,1
24110,ecom express,automobile parts,scooter,standard,west,rainy,45.2,12.59,6,24,no,delivered,4,263.77,-18
24111,xpressbees,fragile items,truck,standard,west,foggy,129.4,31.98,8,24,no,delivered,5,742.94,-16
24112,shadowfax,fragile items,scooter,same day,central,rainy,185.4,1.65,7,8,no,delivered,5,1031.95,-1
24113,blue dart,electronics,ev bike,express,central,foggy,149.6,14.17,6,4,yes,delayed,3,840.51,2
24114,dhl,clothing,bike,express,west,foggy,265.6,2.15,8,7,yes,delayed,2,1384.45,1
24115,xpressbees,pharmacy,van,express,central,foggy,36.7,23.95,6,2,yes,delayed,2,305.35,4
24116,ecom express,electronics,ev van,standard,west,rainy,219.1,45.27,9,24,no,delivered,4,1231.31,-15
24117,ecom express,documents,ev bike,same day,central,cold,161.1,32.81,6,8,no,delivered,4,1003.93,-2
24118,dhl,automobile parts,truck,same day,west,foggy,180.1,6.07,6,8,no,delivered,5,1018.71,-2
24119,fedex,automobile parts,bike,same day,east,stormy,54.2,38.44,8,8,yes,delayed,2,486.32,0
24120,fedex,documents,ev bike,same day,south,stormy,195.5,28.37,8,8,yes,delayed,2,1162.61,0
24121,delhivery,furniture,van,same day,central,foggy,157.4,24.46,9,8,yes,failed,1,960.38,1
24122,blue dart,furniture,ev van,standard,central,foggy,291.9,47.06,10,24,no,delivered,5,1600.68,-14
24123,delhivery,documents,ev bike,two day,east,rainy,185.8,2.36,8,16,no,delivered,3,936.08,-8
24124,xpressbees,documents,ev van,two day,north,cold,158.1,3.63,5,16,no,delivered,5,801.39,-11
24125,ekart,groceries,bike,standard,central,hot,60.2,38.31,2,24,no,delivered,3,415.93,-22
24126,xpressbees,pharmacy,ev van,two day,south,hot,48.4,42.07,1,16,no,delivered,5,368.21,-15
24127,dhl,fragile items,ev bike,express,west,stormy,139.7,30.35,7,4,yes,delayed,2,839.55,3
24128,amazon logistics,fragile items,scooter,express,south,foggy,210.3,15.08,12,6,yes,delayed,2,1146.74,6
24129,blue dart,electronics,ev van,express,central,stormy,37.1,21.21,5,2,yes,delayed,2,299.13,3
24130,ekart,pharmacy,truck,two day,east,cold,268.8,35.12,7,16,no,delivered,4,1449.36,-9
24131,blue dart,pharmacy,truck,same day,south,clear,255.4,41.52,7,8,no,delivered,4,1501.56,-1
24132,dhl,electronics,ev van,two day,west,rainy,5.2,47.47,3,16,no,delivered,3,168.41,-13
24133,shadowfax,fragile items,truck,same day,west,rainy,236.4,45.38,11,8,yes,delayed,2,1418.14,3
24134,blue dart,pharmacy,truck,express,south,stormy,279.5,37.86,13,7,yes,delayed,3,1561.08,6
24135,xpressbees,cosmetics,ev van,standard,north,rainy,185.4,41.19,10,24,no,delivered,4,1050.57,-14
24136,ecom express,pharmacy,ev bike,two day,central,foggy,204.7,29.03,7,16,no,delivered,4,1110.59,-9
24137,delhivery,groceries,truck,standard,central,clear,55.8,49.52,3,24,no,delivered,5,428.37,-21
24138,delhivery,clothing,ev van,two day,west,cold,159.2,6.58,3,16,no,delivered,4,815.74,-13
24139,ecom express,groceries,ev van,standard,north,cold,134.6,16.13,4,24,no,delivered,4,721.39,-20
24140,shadowfax,cosmetics,truck,two day,central,foggy,92.8,38.1,5,16,no,delivered,5,578.3,-11
24141,ecom express,pharmacy,bike,standard,east,stormy,145.5,13.39,8,24,no,delivered,5,767.67,-16
24142,xpressbees,pharmacy,ev bike,standard,west,clear,7.4,5.69,2,24,no,delivered,4,95.6674,-22
24143,xpressbees,clothing,scooter,express,west,hot,73.3,34.26,3,3,no,delivered,3,519.28,0
24144,blue dart,electronics,truck,two day,east,rainy,102.7,4.38,6,16,no,delivered,4,526.64,-10
24145,fedex,cosmetics,van,two day,south,foggy,56.0,25.71,5,16,no,delivered,3,357.13,-11
24146,dhl,automobile parts,van,standard,central,rainy,47.3,6.9,7,24,no,delivered,5,257.2,-17
24147,amazon logistics,groceries,ev van,same day,east,stormy,163.8,30.82,9,8,yes,delayed,2,1011.46,1
24148,delhivery,furniture,scooter,same day,central,foggy,284.3,2.58,9,8,yes,delayed,2,1529.24,1
24149,delhivery,automobile parts,bike,two day,north,hot,161.7,6.61,6,16,no,delivered,4,828.33,-10
24150,shadowfax,documents,truck,standard,west,hot,224.5,37.78,4,24,no,delivered,3,1235.84,-20
24151,ecom express,furniture,truck,standard,north,rainy,104.3,9.67,8,24,no,delivered,4,550.51,-16
24152,ecom express,electronics,ev van,two day,north,hot,293.3,29.18,10,16,no,delivered,4,1554.04,-6
24153,shadowfax,documents,bike,standard,central,hot,107.2,26.28,4,24,no,delivered,5,614.84,-20
24154,dhl,groceries,ev van,two day,north,clear,282.2,24.38,6,16,no,delivered,3,1484.14,-10
24155,ekart,cosmetics,ev van,express,north,clear,260.1,25.7,8,7,yes,delayed,3,1427.6,1
24156,ecom express,documents,scooter,same day,north,clear,251.9,4.63,6,8,no,delivered,3,1373.39,-2
24157,blue dart,furniture,ev bike,express,south,cold,287.2,33.28,9,7,yes,delayed,2,1585.84,2
24158,blue dart,documents,ev van,express,north,rainy,261.1,13.46,10,7,yes,delayed,2,1395.88,3
24159,fedex,clothing,bike,standard,north,cold,279.4,39.48,5,24,no,delivered,3,1515.44,-19
24160,dhl,fragile items,bike,standard,east,foggy,148.8,22.43,8,24,no,delivered,4,811.29,-16
24161,fedex,cosmetics,truck,express,south,rainy,70.0,27.25,7,3,yes,delayed,2,481.75,4
24162,ecom express,pharmacy,truck,standard,east,stormy,198.0,43.99,10,24,no,delivered,4,1121.97,-14
24163,ekart,pharmacy,ev van,two day,north,cold,138.3,12.73,4,16,no,delivered,3,729.69,-12
24164,amazon logistics,clothing,ev van,two day,west,foggy,26.7,2.29,1,16,no,delivered,4,140.37,-15
24165,blue dart,furniture,bike,standard,east,clear,262.4,47.58,7,24,no,delivered,4,1454.74,-17
24166,ekart,cosmetics,ev van,same day,central,hot,3.6,13.47,1,8,no,delivered,4,145.41,-7
24167,delhivery,furniture,ev van,same day,central,hot,94.6,33.16,3,8,no,delivered,5,672.48,-5
24168,xpressbees,cosmetics,truck,two day,south,stormy,9.8,44.84,6,16,no,delivered,5,183.52,-10
24169,amazon logistics,documents,van,two day,south,rainy,115.1,49.03,8,16,no,delivered,5,722.59,-8
24170,amazon logistics,furniture,truck,two day,central,hot,31.4,17.63,2,16,no,delivered,5,209.89,-14
24171,blue dart,groceries,truck,two day,south,cold,224.4,39.99,7,16,no,delivered,5,1241.97,-9
24172,xpressbees,automobile parts,van,same day,central,cold,206.6,27.75,4,8,no,delivered,4,1216.25,-4
24173,blue dart,clothing,bike,two day,north,rainy,7.8,31.03,6,16,no,delivered,5,132.09,-10
24174,shadowfax,documents,ev bike,express,west,stormy,47.8,25.56,5,2,yes,delayed,2,365.68,3
24175,xpressbees,cosmetics,scooter,standard,east,stormy,43.2,47.06,5,24,no,delivered,5,357.18,-19
24176,blue dart,electronics,scooter,express,central,stormy,237.5,47.41,12,6,yes,failed,2,1379.73,6
24177,delhivery,furniture,van,same day,north,clear,178.4,35.07,5,8,no,delivered,3,1097.21,-3
24178,delhivery,electronics,bike,standard,central,hot,148.5,31.33,3,24,no,delivered,3,836.49,-21
24179,xpressbees,furniture,van,two day,central,stormy,267.5,2.1,14,16,no,delivered,5,1343.8,-2
24180,shadowfax,documents,ev van,two day,east,stormy,78.6,6.5,7,16,no,delivered,5,412.5,-9
24181,blue dart,clothing,ev bike,standard,west,foggy,85.5,21.36,5,24,no,delivered,5,491.58,-19
24182,fedex,furniture,bike,two day,east,cold,239.0,0.67,5,16,no,delivered,5,1196.98,-11
24183,amazon logistics,documents,scooter,two day,west,hot,13.1,6.57,1,16,no,delivered,5,95.6674,-15
24184,ekart,electronics,truck,express,east,stormy,210.0,13.36,11,6,yes,delayed,3,1140.08,5
24185,shadowfax,furniture,ev van,two day,west,stormy,164.0,13.91,13,16,no,delivered,3,861.73,-3
24186,ekart,pharmacy,van,same day,east,cold,140.2,20.88,6,8,no,delivered,4,863.64,-2
24187,ekart,pharmacy,ev van,express,central,hot,12.9,7.38,1,2,no,delivered,5,136.64,-1
24188,dhl,automobile parts,bike,same day,central,foggy,52.7,38.36,3,8,no,delivered,5,478.58,-5
24189,dhl,cosmetics,ev van,two day,west,foggy,102.4,42.4,5,16,no,delivered,5,639.2,-11
24190,fedex,fragile items,bike,same day,north,rainy,192.1,44.41,8,8,yes,delayed,3,1193.73,0
24191,blue dart,pharmacy,ev bike,same day,south,hot,63.2,14.22,2,8,no,delivered,4,458.66,-6
24192,dhl,cosmetics,bike,same day,south,cold,297.1,2.1,6,8,no,delivered,4,1605.8,-2
24193,shadowfax,fragile items,ev van,same day,north,rainy,279.0,14.5,11,8,yes,failed,1,1538.5,3
24194,dhl,pharmacy,scooter,standard,central,rainy,230.8,26.5,9,24,no,delivered,5,1233.5,-15
24195,shadowfax,furniture,van,same day,south,foggy,207.6,41.52,9,8,yes,delayed,2,1262.56,1
24196,blue dart,cosmetics,truck,same day,west,cold,230.6,44.03,4,8,no,delivered,5,1385.09,-4
24197,blue dart,automobile parts,bike,standard,central,stormy,216.4,43.51,15,24,no,delivered,5,1212.53,-9
24198,amazon logistics,furniture,truck,two day,south,cold,142.7,5.61,4,16,no,delivered,3,730.33,-12
24199,fedex,documents,scooter,standard,west,rainy,32.2,12.66,5,24,no,delivered,4,198.98,-19
24200,shadowfax,groceries,van,standard,west,foggy,52.8,39.24,3,24,no,delivered,5,381.72,-21
24201,xpressbees,electronics,scooter,express,west,foggy,256.3,33.06,8,7,yes,delayed,2,1430.68,1
24202,blue dart,documents,ev van,same day,north,cold,273.8,19.99,6,8,no,delivered,4,1528.97,-2
24203,ecom express,fragile items,van,standard,east,cold,134.2,49.52,4,24,no,delivered,4,820.94,-20
24204,dhl,electronics,ev bike,express,east,cold,214.6,17.21,7,6,yes,failed,2,1174.63,1
24205,ecom express,fragile items,bike,standard,north,foggy,232.4,41.5,14,24,no,delivered,4,1286.5,-10
24206,dhl,pharmacy,ev bike,two day,central,foggy,176.7,26.77,8,16,no,delivered,5,963.81,-8
24207,dhl,documents,van,same day,west,hot,26.6,23.28,3,8,no,delivered,5,302.84,-5
24208,shadowfax,furniture,truck,two day,west,cold,11.3,7.48,1,16,no,delivered,4,95.6674,-15
24209,blue dart,fragile items,ev van,express,south,stormy,63.5,47.73,7,3,yes,delayed,2,510.69,4
24210,shadowfax,clothing,ev bike,same day,central,hot,83.2,27.54,2,8,no,delivered,4,598.62,-6
24211,ecom express,pharmacy,van,express,east,clear,55.3,30.08,4,3,yes,delayed,3,416.74,1
24212,shadowfax,documents,scooter,express,north,rainy,134.7,38.79,8,4,yes,delayed,3,839.87,4
24213,delhivery,furniture,ev van,same day,central,hot,173.5,13.97,5,8,no,delivered,3,1009.41,-3
24214,xpressbees,fragile items,scooter,two day,east,foggy,48.4,4.61,3,16,no,delivered,4,255.83,-13
24215,delhivery,automobile parts,bike,two day,east,cold,198.8,6.33,5,16,no,delivered,5,1012.99,-11
24216,delhivery,documents,scooter,express,west,cold,236.6,33.07,5,6,no,delivered,4,1332.21,-1
24217,ekart,pharmacy,bike,express,north,cold,291.8,34.69,13,7,yes,delayed,2,1613.07,6
24218,ekart,groceries,ev bike,express,north,stormy,235.7,16.77,9,6,yes,delayed,3,1278.81,3
24219,delhivery,furniture,ev van,two day,east,hot,215.1,3.57,4,16,no,delivered,5,1086.21,-12
24220,delhivery,clothing,van,express,central,stormy,33.9,8.79,4,2,yes,failed,1,245.87,2
24221,amazon logistics,fragile items,truck,standard,central,foggy,218.7,47.71,5,24,no,delivered,4,1236.63,-19
24222,fedex,clothing,ev van,standard,south,hot,206.2,44.17,7,24,no,delivered,4,1163.51,-17
24223,blue dart,electronics,ev van,express,central,foggy,125.2,25.06,6,4,yes,delayed,3,751.18,2
24224,dhl,cosmetics,bike,two day,central,hot,292.6,6.91,12,16,no,delivered,4,1483.73,-4
24225,xpressbees,groceries,bike,same day,central,foggy,73.1,40.8,3,8,no,delivered,5,587.9,-5
24226,xpressbees,electronics,van,express,south,foggy,242.1,25.43,9,6,yes,delayed,3,1336.79,3
24227,ekart,cosmetics,scooter,same day,west,foggy,188.8,22.18,7,8,no,delivered,4,1110.54,-1
24228,blue dart,documents,bike,two day,central,cold,97.5,30.77,6,16,no,delivered,5,579.81,-10
24229,ecom express,automobile parts,bike,express,east,foggy,271.3,33.69,11,7,yes,failed,1,1507.57,4
24230,shadowfax,automobile parts,ev bike,two day,central,stormy,85.3,13.8,10,16,no,delivered,4,467.9,-6
24231,ecom express,furniture,scooter,same day,south,hot,36.8,30.06,1,8,no,delivered,4,374.18,-7
24232,ekart,furniture,van,same day,central,cold,278.5,8.01,9,8,yes,delayed,3,1516.53,1
24233,blue dart,furniture,bike,standard,north,hot,112.5,49.52,5,24,no,delivered,3,712.26,-19
24234,dhl,pharmacy,truck,standard,west,stormy,75.3,26.54,4,24,no,delivered,5,456.12,-20
24235,ekart,automobile parts,ev bike,express,south,rainy,83.2,27.76,4,3,yes,delayed,3,549.28,1
24236,xpressbees,pharmacy,truck,express,east,rainy,41.6,49.13,3,2,yes,delayed,3,405.39,1
24237,xpressbees,electronics,scooter,express,west,stormy,229.0,26.94,8,6,yes,delayed,2,1275.82,2
24238,delhivery,clothing,bike,two day,east,clear,84.1,26.68,4,16,no,delivered,5,500.54,-12
24239,shadowfax,pharmacy,van,standard,central,hot,5.0,33.23,2,24,no,delivered,5,124.69,-22
24240,dhl,groceries,ev bike,express,east,hot,297.1,29.37,10,7,yes,delayed,2,1632.7206,3
24241,shadowfax,furniture,bike,standard,east,stormy,212.2,29.1,8,24,no,delivered,3,1148.3,-16
24242,dhl,groceries,ev bike,standard,south,stormy,11.4,0.85,5,24,no,delivered,5,95.6674,-19
24243,fedex,pharmacy,ev van,express,west,cold,289.9,34.89,7,7,yes,delayed,2,1604.17,0
24244,xpressbees,documents,truck,same day,south,cold,268.7,24.21,6,8,no,delivered,5,1516.13,-2
24245,ekart,electronics,ev van,same day,west,cold,174.6,3.56,5,8,no,delivered,5,983.68,-3
24246,blue dart,documents,scooter,same day,east,cold,159.5,8.29,6,8,no,delivered,5,922.37,-2
24247,xpressbees,cosmetics,truck,two day,east,hot,128.3,2.97,4,16,no,delivered,4,650.41,-12
24248,ecom express,pharmacy,ev bike,same day,east,foggy,195.1,16.01,8,8,yes,delayed,2,1123.53,0
24249,dhl,fragile items,ev bike,express,north,cold,23.2,12.38,1,2,no,delivered,4,203.14,-1
24250,ecom express,electronics,ev bike,express,west,cold,276.7,48.29,6,7,no,delivered,3,1578.37,-1
24251,blue dart,clothing,scooter,standard,central,hot,5.7,39.53,2,24,no,delivered,4,147.09,-22
24252,amazon logistics,clothing,ev van,express,west,cold,16.6,14.28,1,2,no,delivered,5,175.84,-1
24253,ecom express,pharmacy,ev bike,express,north,stormy,255.1,41.17,10,7,yes,delayed,2,1449.01,3
24254,ekart,pharmacy,bike,standard,west,clear,202.7,34.27,3,24,no,delivered,5,1116.31,-21
24255,blue dart,clothing,truck,standard,north,cold,131.4,21.9,7,24,no,delivered,5,722.7,-17
24256,shadowfax,furniture,ev van,same day,west,foggy,67.8,45.01,5,8,no,delivered,5,574.03,-3
24257,amazon logistics,electronics,bike,express,east,stormy,164.9,1.92,12,5,yes,delayed,3,880.26,7
24258,delhivery,pharmacy,ev van,two day,central,stormy,209.2,29.01,10,16,no,delivered,3,1133.03,-6
24259,shadowfax,pharmacy,scooter,two day,east,hot,47.0,33.94,3,16,no,delivered,4,336.82,-13
24260,amazon logistics,electronics,scooter,two day,north,clear,250.1,41.03,8,16,no,delivered,4,1373.59,-8
24261,delhivery,electronics,van,express,central,clear,23.0,30.67,1,2,no,delivered,5,257.01,-1
24262,fedex,cosmetics,ev bike,same day,east,rainy,244.9,26.61,13,8,yes,delayed,2,1404.33,5
